Fecha,Dia_semana,Dia_mes,Hora,Tipo,Cantidad,Producto,Clave_producto,Folio,Cliente,Caja,Usuario,Precio_unitario,Precio_producto,Total,Efectivo,Cheque,Crédito,Transferencia,Vales,Tarjeta,Anticipo,SICAR Pagos
31/12/2020,5,31,17,PZA,2,BAGUETTE SUAVE RÚSTICO 21,[PANRUS91930],1456,Público en General,Caja 1,admin,25,50,90.43,90.43,0,0,0,0,0,0,0
31/12/2020,5,31,17,KG,0.105,EMBUCHADO,[EMBGEN73048],1456,Público en General,Caja 1,admin,385,40.43,90.43,90.43,0,0,0,0,0,0,0
31/12/2020,5,31,17,KG,0.215,QUESO GOUDA URUG PILARICA,[QUEIMP35700],1457,Público en General,Caja 1,admin,179,38.49,164.53,0,0,0,0,0,164.53,0,0
31/12/2020,5,31,17,KG,0.105,SALCHICHON CON AJO,[EMBGEN18343],1457,Público en General,Caja 1,admin,149,15.65,164.53,0,0,0,0,0,164.53,0,0
31/12/2020,5,31,17,KG,0.11,SALAMANCA,[EMBGEN86706],1457,Público en General,Caja 1,admin,309,33.99,164.53,0,0,0,0,0,164.53,0,0
31/12/2020,5,31,17,KG,0.1,JAMON SERRANO,[EMBGEN68741],1457,Público en General,Caja 1,admin,455,45.5,164.53,0,0,0,0,0,164.53,0,0
31/12/2020,5,31,17,KG,0.1,SALAMI,[EMBGEN77994],1457,Público en General,Caja 1,admin,309,30.9,164.53,0,0,0,0,0,164.53,0,0
31/12/2020,5,31,17,PZA,2,TORTILLAS MAIZ A MANO GRANDE,[TORMAN96612],1458,Público en General,Caja 1,admin,15,30,30,30,0,0,0,0,0,0,0
31/12/2020,5,31,17,KG,0.105,QUESO DE PUERCO,[EMBGEN70751],1459,Público en General,Caja 1,admin,139,14.6,71.94,71.94,0,0,0,0,0,0,0
31/12/2020,5,31,17,KG,0.15,SELVA NEGRA,[EMBGEN17604],1459,Público en General,Caja 1,admin,188,28.2,71.94,71.94,0,0,0,0,0,0,0
31/12/2020,5,31,17,KG,0.155,LOMO CANADIENSE,[EMBGEN81202],1459,Público en General,Caja 1,admin,188,29.14,71.94,71.94,0,0,0,0,0,0,0
31/12/2020,5,31,18,PZA,1,VINO SELECCIÓN CABERNET SAUVIGNON,[7804320626406],1460,Público en General,Caja 1,admin,120,120,120,0,0,0,120,0,0,0,0
31/12/2020,5,31,18,KG,0.2692,JAMON YORK,[EMBGEN58802],1461,Público en General,Caja 1,admin,182,48.99,48.99,48.99,0,0,0,0,0,0,0
31/12/2020,5,31,18,KG,0.115,QUESO MAASDAM HOLANDES T. KRON,[QUEIMP30275],1463,Público en General,Caja 1,admin,416,47.84,120.64,120.64,0,0,0,0,0,0,0
31/12/2020,5,31,18,KG,0.16,JAMON SERRANO,[EMBGEN68741],1463,Público en General,Caja 1,admin,455,72.8,120.64,120.64,0,0,0,0,0,0,0
31/12/2020,5,31,18,PZA,1,CHAROLA INVIDIVUAL 350 GR,[EMBGEN25704],1462,Público en General,Caja 1,admin,150,150,150,0,0,0,150,0,0,0,0
02/01/2021,7,2,10,PZA,1,BARBACOA DE CACHETE DE RES,[SANGEN23213],1464,Público en General,Caja 1,ventas,210,210,210,210,0,0,0,0,0,0,0
02/01/2021,7,2,12,PZA,1,CAFE LA PARROQUIA,[7503004977505],1465,Público en General,Caja 1,ventas,230,230,230,230,0,0,0,0,0,0,0
02/01/2021,7,2,13,PZA,1,VINO BLANCO RINCONES,[7804407004431],1466,Público en General,Caja 1,admin,195,195,195,195,0,0,0,0,0,0,0
02/01/2021,7,2,13,KG,0.24,QUESO GOUDA HOLANDES,[QUEIMP43334],1467,Público en General,Caja 1,admin,218,52.32,230.45,230.45,0,0,0,0,0,0,0
02/01/2021,7,2,13,KG,0.405,JAMON YORK,[EMBGEN58802],1467,Público en General,Caja 1,admin,182,73.71,230.45,230.45,0,0,0,0,0,0,0
02/01/2021,7,2,13,KG,0.2,PASTEL PIMIENTO,[EMBGEN59186],1467,Público en General,Caja 1,admin,174,34.8,230.45,230.45,0,0,0,0,0,0,0
02/01/2021,7,2,13,KG,0.1,LOMO CANADIENSE,[EMBGEN81202],1467,Público en General,Caja 1,admin,188,18.8,230.45,230.45,0,0,0,0,0,0,0
02/01/2021,7,2,13,KG,0.11,SELVA NEGRA,[EMBGEN17604],1467,Público en General,Caja 1,admin,188,20.68,230.45,230.45,0,0,0,0,0,0,0
02/01/2021,7,2,13,KG,0.105,PASTRAMI,[EMBGEN27925],1467,Público en General,Caja 1,admin,287,30.14,230.45,230.45,0,0,0,0,0,0,0
02/01/2021,7,2,14,KG,0.305,JAMON YORK,[EMBGEN58802],1469,Público en General,Caja 1,admin,182,55.51,454.04,0,0,0,0,0,454.04,0,0
02/01/2021,7,2,14,KG,0.205,PASTRAMI,[EMBGEN27925],1469,Público en General,Caja 1,admin,287,58.84,454.04,0,0,0,0,0,454.04,0,0
02/01/2021,7,2,14,KG,0.8,ROAST BEEF/CORNED BEEF,[EMBGEN49865],1469,Público en General,Caja 1,admin,287,229.6,454.04,0,0,0,0,0,454.04,0,0
02/01/2021,7,2,14,KG,0.505,QUESO GOUDA HOLANDES,[QUEIMP43334],1469,Público en General,Caja 1,admin,218,110.09,454.04,0,0,0,0,0,454.04,0,0
02/01/2021,7,2,14,PZA,1,BALSAMICO OSCURO HIGO,[OLIBAL41262],1468,Público en General,Caja 1,admin,280,280,280,280,0,0,0,0,0,0,0
02/01/2021,7,2,14,PZA,1,PAN DARE MELBA CON AJONJOLI 200 GR,[056951420466],1470,Público en General,Caja 1,admin,65,65,130,0,0,0,0,0,130,0,0
02/01/2021,7,2,14,PZA,1,PAN DARE MELBA NATURAL 200 GR,[056951420404],1470,Público en General,Caja 1,admin,65,65,130,0,0,0,0,0,130,0,0
02/01/2021,7,2,14,KG,0.225,CHISTORRA,[EMBGEN39078],1471,Público en General,Caja 1,admin,129,29.03,139.53,139.53,0,0,0,0,0,0,0
02/01/2021,7,2,14,KG,0.1,PECHUGA PAVO NATURAL,[EMBGEN81440],1471,Público en General,Caja 1,admin,254,25.4,139.53,139.53,0,0,0,0,0,0,0
02/01/2021,7,2,14,KG,0.1,JAMON SERRANO,[EMBGEN68741],1471,Público en General,Caja 1,admin,455,45.5,139.53,139.53,0,0,0,0,0,0,0
02/01/2021,7,2,14,KG,0.4,SALCHICHA DE PAVO,[EMBGEN34898],1471,Público en General,Caja 1,admin,99,39.6,139.53,139.53,0,0,0,0,0,0,0
02/01/2021,7,2,14,KG,0.3,QUESO MAASDAM HOLANDES T. KRON,[QUEIMP30275],1472,Público en General,Caja 1,admin,416,124.8,771.16,0,0,0,0,0,771.16,0,0
02/01/2021,7,2,14,KG,0.41,QUESO GOUDA URUG PILARICA,[QUEIMP35700],1472,Público en General,Caja 1,admin,179,73.39,771.16,0,0,0,0,0,771.16,0,0
02/01/2021,7,2,14,KG,0.175,PASTEL PIMIENTO,[EMBGEN59186],1472,Público en General,Caja 1,admin,174,30.45,771.16,0,0,0,0,0,771.16,0,0
02/01/2021,7,2,14,PZA,1,QUESO NAVARRO CHEDDAR 1 KG,[7503004748013],1472,Público en General,Caja 1,admin,155,155,771.16,0,0,0,0,0,771.16,0,0
02/01/2021,7,2,14,PZA,1,CERVEZA VENADITA COLA BLANCA LIGHT,[CERCOL84631],1472,Público en General,Caja 1,admin,47,47,771.16,0,0,0,0,0,771.16,0,0
02/01/2021,7,2,14,KG,0.26,JAMON YORK,[EMBGEN58802],1472,Público en General,Caja 1,admin,182,47.32,771.16,0,0,0,0,0,771.16,0,0
02/01/2021,7,2,14,KG,0.2,JAMON SERRANO,[EMBGEN68741],1472,Público en General,Caja 1,admin,455,91,771.16,0,0,0,0,0,771.16,0,0
02/01/2021,7,2,14,PZA,2,QUESO ROQUEFORT VIKINGO AZUL,[093936571058],1472,Público en General,Caja 1,admin,62,124,771.16,0,0,0,0,0,771.16,0,0
02/01/2021,7,2,14,KG,0.285,CHORIZO ESPAÑOL,[EMBGEN78796],1472,Público en General,Caja 1,admin,99,28.22,771.16,0,0,0,0,0,771.16,0,0
02/01/2021,7,2,14,KG,0.42,SALCHICHA POLACA,[EMBGEN34805],1472,Público en General,Caja 1,admin,119,49.98,771.16,0,0,0,0,0,771.16,0,0
02/01/2021,7,2,14,PZA,1,ENVÍO,[EMBGEN37536],1473,Público en General,Caja 1,admin,70,70,520,520,0,0,0,0,0,0,0
02/01/2021,7,2,14,PZA,3,SANGRITA DON JUAN,[SANDON86470],1473,Público en General,Caja 1,admin,150,450,520,520,0,0,0,0,0,0,0
02/01/2021,7,2,15,PZA,1,TORTILLA MAIZ MANO CHICA,[TORMAN29863],1474,Público en General,Caja 1,admin,16,16,31,31,0,0,0,0,0,0,0
02/01/2021,7,2,15,PZA,1,TORTILLAS MAIZ A MANO GRANDE,[TORMAN96612],1474,Público en General,Caja 1,admin,15,15,31,31,0,0,0,0,0,0,0
02/01/2021,7,2,15,KG,1.525,QUESO ADOBERA DON TOM,[LACDON12149],1475,Público en General,Caja 1,admin,114.67,174.87,174.87,174.87,0,0,0,0,0,0,0
04/01/2021,2,4,10,KG,0.14,SELVA NEGRA,[EMBGEN17604],1476,Público en General,Caja 1,admin,188,26.32,80.01,80.01,0,0,0,0,0,0,0
04/01/2021,2,4,10,KG,0.295,JAMON YORK,[EMBGEN58802],1476,Público en General,Caja 1,admin,182,53.69,80.01,80.01,0,0,0,0,0,0,0
04/01/2021,2,4,11,KG,0.26,CHORIZO ESPAÑOL,[EMBGEN78796],1477,Público en General,Caja 1,admin,99,25.74,103.01,103.01,0,0,0,0,0,0,0
04/01/2021,2,4,11,KG,0.3042,PECHUGA PAVO NATURAL,[EMBGEN81440],1477,Público en General,Caja 1,admin,254,77.27,103.01,103.01,0,0,0,0,0,0,0
04/01/2021,2,4,12,PZA,2,PIZZAS CONGELADAS,[PIZBAS90019],1478,Público en General,Caja 1,admin,84,168,385.68,385.68,0,0,0,0,0,0,0
04/01/2021,2,4,12,KG,0.27,QUESO QUESART MORBIERE,[QUEQUE99572],1478,Público en General,Caja 1,admin,458,123.66,385.68,385.68,0,0,0,0,0,0,0
04/01/2021,2,4,12,KG,0.2,LOMO CANADIENSE,[EMBGEN81202],1478,Público en General,Caja 1,admin,188,37.6,385.68,385.68,0,0,0,0,0,0,0
04/01/2021,2,4,12,KG,0.31,JAMON YORK,[EMBGEN58802],1478,Público en General,Caja 1,admin,182,56.42,385.68,385.68,0,0,0,0,0,0,0
04/01/2021,2,4,13,KG,0.255,PECHUGA PAVO NATURAL,[EMBGEN81440],1479,Público en General,Caja 1,admin,254,64.77,131.77,131.77,0,0,0,0,0,0,0
04/01/2021,2,4,13,PZA,1,CIRUELA PASA PREMIER,[BOTPRE97551],1479,Público en General,Caja 1,admin,42,42,131.77,131.77,0,0,0,0,0,0,0
04/01/2021,2,4,13,PZA,1,BAGUETTE SUAVE RÚSTICO 21,[PANRUS91930],1479,Público en General,Caja 1,admin,25,25,131.77,131.77,0,0,0,0,0,0,0
04/01/2021,2,4,13,KG,0.4,SALCHICHA DE PAVO,[EMBGEN34898],1480,Público en General,Caja 1,admin,99,39.6,39.6,39.6,0,0,0,0,0,0,0
04/01/2021,2,4,14,PZA,1,QUESO NAVARRO COTIJA AÑEJO 250 GR,[7503004748549],1481,Público en General,Caja 1,admin,98,98,410.47,410.47,0,0,0,0,0,0,0
04/01/2021,2,4,14,KG,0.215,SELVA NEGRA,[EMBGEN17604],1481,Público en General,Caja 1,admin,188,40.42,410.47,410.47,0,0,0,0,0,0,0
04/01/2021,2,4,14,KG,0.395,PATHE,[EMBGEN97440],1481,Público en General,Caja 1,admin,159,62.81,410.47,410.47,0,0,0,0,0,0,0
04/01/2021,2,4,14,KG,0.205,SALAMI,[EMBGEN77994],1481,Público en General,Caja 1,admin,309,63.35,410.47,410.47,0,0,0,0,0,0,0
04/01/2021,2,4,14,PZA,1,COMBUCHA CAPICÚA MANDARINA,[7500464469922],1481,Público en General,Caja 1,admin,44,44,410.47,410.47,0,0,0,0,0,0,0
04/01/2021,2,4,14,KG,0.355,ROAST BEEF/CORNED BEEF,[EMBGEN49865],1481,Público en General,Caja 1,admin,287,101.89,410.47,410.47,0,0,0,0,0,0,0
04/01/2021,2,4,14,PZA,1,OBLEAS TIACHI BISCOTTI,[OBLTIA24339],1482,Público en General,Caja 1,admin,35,35,35,35,0,0,0,0,0,0,0
04/01/2021,2,4,14,PZA,1,HIGO DESHIDRATADO,[EMBGEN68679],1483,Público en General,Caja 1,admin,130,130,130,130,0,0,0,0,0,0,0
04/01/2021,2,4,16,PZA,1,YOGURT AXIS FRUTAS I KG,[LACYOG67779],1484,Público en General,Caja 1,admin,44,44,279.44,279.44,0,0,0,0,0,0,0
04/01/2021,2,4,16,PZA,1,LET YOGURT ARTESANAL,[LACLET69729],1484,Público en General,Caja 1,admin,49,49,279.44,279.44,0,0,0,0,0,0,0
04/01/2021,2,4,16,KG,0.51,QUESO ADOBERA DON TOM,[LACDON12149],1484,Público en General,Caja 1,admin,114.67,58.48,279.44,279.44,0,0,0,0,0,0,0
04/01/2021,2,4,16,KG,0.51,CHORIZO ESPAÑOL,[EMBGEN78796],1484,Público en General,Caja 1,admin,99,50.49,279.44,279.44,0,0,0,0,0,0,0
04/01/2021,2,4,16,KG,0.305,PECHUGA PAVO NATURAL,[EMBGEN81440],1484,Público en General,Caja 1,admin,254,77.47,279.44,279.44,0,0,0,0,0,0,0
04/01/2021,2,4,16,KG,0.2,LOMO CANADIENSE,[EMBGEN81202],1485,Público en General,Caja 1,admin,188,37.6,166.2,0,0,0,0,0,166.2,0,0
04/01/2021,2,4,16,KG,0.2,SELVA NEGRA,[EMBGEN17604],1485,Público en General,Caja 1,admin,188,37.6,166.2,0,0,0,0,0,166.2,0,0
04/01/2021,2,4,16,KG,0.5,JAMON YORK,[EMBGEN58802],1485,Público en General,Caja 1,admin,182,91,166.2,0,0,0,0,0,166.2,0,0
04/01/2021,2,4,17,PZA,1,ALMENDRA NATURAL 150 GRS PREMIER,[7503020702037],1486,Público en General,Caja 1,admin,35,35,373.51,373.51,0,0,0,0,0,0,0
04/01/2021,2,4,17,PZA,1,MIEL DE ABEJA 1KG DOLCEZZA DI GABY,[DOLGEN14585],1486,Público en General,Caja 1,admin,145,145,373.51,373.51,0,0,0,0,0,0,0
04/01/2021,2,4,17,KG,0.4,PECHUGA PAVO NATURAL,[EMBGEN81440],1486,Público en General,Caja 1,admin,254,101.6,373.51,373.51,0,0,0,0,0,0,0
04/01/2021,2,4,17,KG,0.505,JAMON YORK,[EMBGEN58802],1486,Público en General,Caja 1,admin,182,91.91,373.51,373.51,0,0,0,0,0,0,0
04/01/2021,2,4,18,PZA,2,DISPENSADOR PARA BOTELLAS,[OLIGEN81130],1487,Público en General,Caja 1,admin,80,160,720,0,0,0,0,0,720,0,0
04/01/2021,2,4,18,PZA,1,BALSAMICO OSCURO HIGO,[OLIBAL41262],1487,Público en General,Caja 1,admin,280,280,720,0,0,0,0,0,720,0,0
04/01/2021,2,4,18,PZA,1,ACEITE DE OLIVA HIERBAS DE TOSCANA,[OLIACE37864],1487,Público en General,Caja 1,admin,280,280,720,0,0,0,0,0,720,0,0
04/01/2021,2,4,18,KG,0.14,PECHUGA PAVO NATURAL,[EMBGEN81440],1488,Público en General,Caja 1,admin,254,35.56,35.56,35.56,0,0,0,0,0,0,0
04/01/2021,2,4,19,PZA,1,TORTILLA MAIZ MANO CHICA,[TORMAN29863],1489,Público en General,Caja 1,admin,16,16,37,37,0,0,0,0,0,0,0
04/01/2021,2,4,19,PZA,1,TOSTADA NUTRISUIZ,[25589580],1489,Público en General,Caja 1,admin,21,21,37,37,0,0,0,0,0,0,0
04/01/2021,2,4,19,KG,0.21,JAMON YORK,[EMBGEN58802],1490,Público en General,Caja 1,admin,182,38.22,38.22,38.22,0,0,0,0,0,0,0
04/01/2021,2,4,19,PZA,1,CREMA DE AVELLANA Y CACAO S/A 1 KG,[7502265250570],1491,Público en General,Caja 1,admin,340,340,378.22,0,0,0,378.22,0,0,0,0
04/01/2021,2,4,19,KG,0.21,JAMON YORK,[EMBGEN58802],1491,Público en General,Caja 1,admin,182,38.22,378.22,0,0,0,378.22,0,0,0,0
04/01/2021,2,4,19,PZA,1,PASAS CUBIERTAS DE CHOCOLATE,[7502265252284],1492,Público en General,Caja 1,admin,220,220,220,0,0,0,220,0,0,0,0
05/01/2021,3,5,11,PZA,1,BARRA VEGGIE COCO MANZANA,[7503023743242],1494,Público en General,Caja 1,admin,30,30,30,30,0,0,0,0,0,0,0
05/01/2021,3,5,12,KG,0.205,LOMO CANADIENSE,[EMBGEN81202],1495,Público en General,Caja 1,admin,188,38.54,147.16,0,0,0,0,0,147.16,0,0
05/01/2021,3,5,12,KG,0.105,JAMON SERRANO,[EMBGEN68741],1495,Público en General,Caja 1,admin,455,47.78,147.16,0,0,0,0,0,147.16,0,0
05/01/2021,3,5,12,KG,0.115,SALAMI,[EMBGEN77994],1495,Público en General,Caja 1,admin,309,35.54,147.16,0,0,0,0,0,147.16,0,0
05/01/2021,3,5,12,KG,0.11,PEPPERONI,[EMBGEN98672],1495,Público en General,Caja 1,admin,230,25.3,147.16,0,0,0,0,0,147.16,0,0
05/01/2021,3,5,13,PZA,1,TORTILLA MAIZ MANO CHICA,[TORMAN29863],1496,Público en General,Caja 1,admin,16,16,16,0,0,0,16,0,0,0,0
05/01/2021,3,5,13,PZA,1,CECINA LA VIANDI CH 40 GR,[7500326297502],1497,Público en General,Caja 1,admin,56,56,56,0,0,0,56,0,0,0,0
05/01/2021,3,5,15,PZA,2,TORTILLAS MAIZ A MANO GRANDE,[TORMAN96612],1498,Público en General,Caja 1,admin,15,30,30,30,0,0,0,0,0,0,0
05/01/2021,3,5,16,PZA,1,CREMA (DAVID BARBOSA) MEDIO LT,[LACCRE41174],1499,Público en General,Caja 1,admin,42,42,42,42,0,0,0,0,0,0,0
05/01/2021,3,5,17,KG,0.16,JAMON YORK,[EMBGEN58802],1500,Público en General,Caja 1,admin,182,29.12,29.12,29.12,0,0,0,0,0,0,0
05/01/2021,3,5,18,KG,0.21,JAMON YORK,[EMBGEN58802],1501,Público en General,Caja 1,admin,182,38.22,63.22,63.22,0,0,0,0,0,0,0
05/01/2021,3,5,18,PZA,1,BAGUETTE SUAVE RÚSTICO 21,[PANRUS91930],1501,Público en General,Caja 1,admin,25,25,63.22,63.22,0,0,0,0,0,0,0
05/01/2021,3,5,18,KG,0.2,JAMON YORK,[EMBGEN58802],1502,Público en General,Caja 1,admin,182,36.4,36.4,36.4,0,0,0,0,0,0,0
05/01/2021,3,5,18,PZA,1,PAN PARA TAPAS,[SINSIN67823],1503,Público en General,Caja 1,admin,50,50,143.52,0,0,0,0,0,143.52,0,0
05/01/2021,3,5,18,KG,0.05,EMBUCHADO,[EMBGEN73048],1503,Público en General,Caja 1,admin,385,19.25,143.52,0,0,0,0,0,143.52,0,0
05/01/2021,3,5,18,KG,0.05,SELVA NEGRA,[EMBGEN17604],1503,Público en General,Caja 1,admin,188,9.4,143.52,0,0,0,0,0,143.52,0,0
05/01/2021,3,5,18,KG,0.055,JAMON SERRANO,[EMBGEN68741],1503,Público en General,Caja 1,admin,455,25.03,143.52,0,0,0,0,0,143.52,0,0
05/01/2021,3,5,18,KG,0.05,SALAMI,[EMBGEN77994],1503,Público en General,Caja 1,admin,309,15.45,143.52,0,0,0,0,0,143.52,0,0
05/01/2021,3,5,18,KG,0.05,SALAMANCA,[EMBGEN86706],1503,Público en General,Caja 1,admin,309,15.45,143.52,0,0,0,0,0,143.52,0,0
05/01/2021,3,5,18,KG,0.06,SALCHICHON CON AJO,[EMBGEN18343],1503,Público en General,Caja 1,admin,149,8.94,143.52,0,0,0,0,0,143.52,0,0
05/01/2021,3,5,19,PZA,1,COMBUCHA CAPICÚA FRUTOS ROJOS,[7500464469915],1504,Público en General,Caja 1,admin,44,44,148,148,0,0,0,0,0,0,0
05/01/2021,3,5,19,PZA,1,COMBUCHA CAPICÚA MANDARINA,[7500464469922],1504,Público en General,Caja 1,admin,44,44,148,148,0,0,0,0,0,0,0
05/01/2021,3,5,19,PZA,1,MERMELADA ARANDANO AGAVE SWEET,[7503007802460],1504,Público en General,Caja 1,admin,60,60,148,148,0,0,0,0,0,0,0
06/01/2021,4,6,10,PZA,1,PAN PARA TAPAS,[SINSIN67823],1505,Público en General,Caja 1,admin,50,50,89.5,89.5,0,0,0,0,0,0,0
06/01/2021,4,6,10,KG,0.2484,TOCINO,[EMBGEN43790],1505,Público en General,Caja 1,admin,159,39.5,89.5,89.5,0,0,0,0,0,0,0
06/01/2021,4,6,11,PZA,1,CAJA DE GALLETAS 1/2 BISCOTTI,[GALBIS92634],1507,Público en General,Caja 1,admin,175,175,175,175,0,0,0,0,0,0,0
06/01/2021,4,6,11,PZA,1,SANPELLEGRINO LIMONATA 330ML,[8002270166532],1508,Público en General,Caja 1,admin,25,25,63,63,0,0,0,0,0,0,0
06/01/2021,4,6,11,KG,0.1496,PECHUGA PAVO NATURAL,[EMBGEN81440],1508,Público en General,Caja 1,admin,254,38,63,63,0,0,0,0,0,0,0
06/01/2021,4,6,12,PZA,1,FRUTA DEL MONJE 400 GR,[7500326703959],1509,Público en General,Caja 1,admin,300,300,300,300,0,0,0,0,0,0,0
06/01/2021,4,6,12,PZA,2,BAGUETTE SUAVE RÚSTICO 21,[PANRUS91930],1510,Público en General,Caja 1,admin,25,50,444.97,444.97,0,0,0,0,0,0,0
06/01/2021,4,6,12,KG,0.3,SALAMI,[EMBGEN77994],1510,Público en General,Caja 1,admin,309,92.7,444.97,444.97,0,0,0,0,0,0,0
06/01/2021,4,6,12,KG,0.3004,SELVA NEGRA,[EMBGEN17604],1510,Público en General,Caja 1,admin,188,56.48,444.97,444.97,0,0,0,0,0,0,0
06/01/2021,4,6,12,KG,0.5402,JAMON SERRANO,[EMBGEN68741],1510,Público en General,Caja 1,admin,455,245.79,444.97,444.97,0,0,0,0,0,0,0
06/01/2021,4,6,13,PZA,1,DELISCO BROWNIES MARIFER,[POSFER28400],1511,Público en General,Caja 1,admin,14,14,14,14,0,0,0,0,0,0,0
06/01/2021,4,6,13,PZA,1,QUESO DE CABRA CENIZAS QUESART,[7503012771065],1512,Público en General,Caja 1,admin,65,65,345,345,0,0,0,0,0,0,0
06/01/2021,4,6,13,PZA,1,BALSAMICO BLANCO ARANDANO PERA,[OLIBAL57583],1512,Público en General,Caja 1,admin,280,280,345,345,0,0,0,0,0,0,0
06/01/2021,4,6,14,KG,0.2642,TOCINO,[EMBGEN43790],1513,Público en General,Caja 1,admin,159,42.01,42.01,42.01,0,0,0,0,0,0,0
06/01/2021,4,6,14,PZA,2,BAGUETTE SUAVE RÚSTICO 21,[PANRUS91930],1514,Público en General,Caja 1,admin,25,50,742.49,742.49,0,0,0,0,0,0,0
06/01/2021,4,6,14,PZA,1,ALIOLI DE CAYENA,[7500326039379],1514,Público en General,Caja 1,admin,70,70,742.49,742.49,0,0,0,0,0,0,0
06/01/2021,4,6,14,KG,0.82,PANELA FRANCISCO,[LACFRA53179],1514,Público en General,Caja 1,admin,95,77.9,742.49,742.49,0,0,0,0,0,0,0
06/01/2021,4,6,14,KG,0.1504,PEPPERONI,[EMBGEN98672],1514,Público en General,Caja 1,admin,230,34.59,742.49,742.49,0,0,0,0,0,0,0
06/01/2021,4,6,14,PZA,1,ACEITE DE OLIVA NARANJA,[OLIACE13173],1514,Público en General,Caja 1,admin,280,280,742.49,742.49,0,0,0,0,0,0,0
06/01/2021,4,6,14,PZA,1,CAFE LA PARROQUIA,[7503004977505],1514,Público en General,Caja 1,admin,230,230,742.49,742.49,0,0,0,0,0,0,0
06/01/2021,4,6,14,PZA,1,TORTILLAS MAIZ A MANO GRANDE,[TORMAN96612],1515,Público en General,Caja 1,admin,15,15,15,15,0,0,0,0,0,0,0
06/01/2021,4,6,15,PZA,1,PAN PARA TAPAS,[SINSIN67823],1516,Público en General,Caja 1,admin,50,50,312,312,0,0,0,0,0,0,0
06/01/2021,4,6,15,PZA,1,CREMA DE CACAHUATE NATSAN CON,[7500462663735],1516,Público en General,Caja 1,admin,111,111,312,312,0,0,0,0,0,0,0
06/01/2021,4,6,15,PZA,1,OKKO DÁTIL MEDJOOL ARTE SANO,[7500463015762],1516,Público en General,Caja 1,admin,83,83,312,312,0,0,0,0,0,0,0
06/01/2021,4,6,15,PZA,1,CHILITO STEVIA,[7500462965976],1516,Público en General,Caja 1,admin,68,68,312,312,0,0,0,0,0,0,0
06/01/2021,4,6,16,PZA,1,CACAO CUBIERTO DE CHOCOLATE,[7503023199575],1517,Público en General,Caja 1,admin,21,21,56,56,0,0,0,0,0,0,0
06/01/2021,4,6,16,PZA,1,OBLEAS TIACHI BISCOTTI,[OBLTIA24339],1517,Público en General,Caja 1,admin,35,35,56,56,0,0,0,0,0,0,0
06/01/2021,4,6,17,PZA,1,CREPAS,[CREGEN22951],1518,Público en General,Caja 1,admin,49,49,49,49,0,0,0,0,0,0,0
06/01/2021,4,6,17,PZA,1,CREPAS,[CREGEN22951],1519,Público en General,Caja 1,admin,49,49,546.38,0,0,0,0,0,546.38,0,0
06/01/2021,4,6,17,PZA,1,CREMA DE AVELLANA Y CACAO S/A 500,[7502265252314],1519,Público en General,Caja 1,admin,190,190,546.38,0,0,0,0,0,546.38,0,0
06/01/2021,4,6,17,KG,1.01,QUESO GOUDA HOLANDES,[QUEIMP43334],1519,Público en General,Caja 1,admin,218,220.18,546.38,0,0,0,0,0,546.38,0,0
06/01/2021,4,6,17,KG,0.155,QUESO PARMESANO URUG BELPAESE CERA,[QUEIMP59409],1519,Público en General,Caja 1,admin,316,48.98,546.38,0,0,0,0,0,546.38,0,0
06/01/2021,4,6,17,KG,0.21,JAMON YORK,[EMBGEN58802],1519,Público en General,Caja 1,admin,182,38.22,546.38,0,0,0,0,0,546.38,0,0
06/01/2021,4,6,18,PZA,1,BAGUETTE SUAVE RÚSTICO 21,[PANRUS91930],1520,Público en General,Caja 1,admin,25,25,1090.17,1090.17,0,0,0,0,0,0,0
06/01/2021,4,6,18,PZA,1,ACEITE DE OLIVA AJO,[OLIACE61050],1520,Público en General,Caja 1,admin,280,280,1090.17,1090.17,0,0,0,0,0,0,0
06/01/2021,4,6,18,PZA,2,CERVEZA LEÑA COLA BLANCA DARK LAGER,[CERCOL74259],1520,Público en General,Caja 1,admin,50,100,1090.17,1090.17,0,0,0,0,0,0,0
06/01/2021,4,6,18,KG,0.12,JAMON SERRANO,[EMBGEN68741],1520,Público en General,Caja 1,admin,455,54.6,1090.17,1090.17,0,0,0,0,0,0,0
06/01/2021,4,6,18,PZA,1,ACEITUNAS NEGRAS SIN HUESO 350GR,[8410021201027],1520,Público en General,Caja 1,admin,48,48,1090.17,1090.17,0,0,0,0,0,0,0
06/01/2021,4,6,18,KG,0.215,CHISTORRA,[EMBGEN39078],1520,Público en General,Caja 1,admin,129,27.74,1090.17,1090.17,0,0,0,0,0,0,0
06/01/2021,4,6,18,PZA,1,TOMATE DESHIDRATADO ILÓ EN BOLSA,[ILÓDES23008],1520,Público en General,Caja 1,admin,56,56,1090.17,1090.17,0,0,0,0,0,0,0
06/01/2021,4,6,18,PZA,1,CECINA LA VIANDI CH 40 GR,[7500326297502],1520,Público en General,Caja 1,admin,56,56,1090.17,1090.17,0,0,0,0,0,0,0
06/01/2021,4,6,18,PZA,1,CARNE SECA HERMAN,[BOTCAR49935],1520,Público en General,Caja 1,admin,137,137,1090.17,1090.17,0,0,0,0,0,0,0
06/01/2021,4,6,18,PZA,1,TRENZA DE NUEZ GDE,[DOLGEN58371],1520,Público en General,Caja 1,admin,280,280,1090.17,1090.17,0,0,0,0,0,0,0
